customer_id,customer_name,customer_email,customer_phone,customer_segment,customer_type
CUST1634,Michael Williams,pedwards@gmail.com,(364)235-7004x129,Adult,Returning
CUST1635,Dominique Hamilton,gfletcher@hotmail.com,828-518-1612,Adult,New
CUST1636,Robert Chang,simmonschris@sherman.net,+1-559-046-1007x9230,Youth,Returning
CUST1637,Patrick Buckley,jameskane@williams.info,660-012-8382x710,Adult,VIP
CUST1638,Richard Washington,jtaylor@ross-phillips.biz,232-961-5120,Youth,New
CUST1639,Steven Griffith,alexandra95@hotmail.com,+1-485-076-6534x4604,Senior,VIP
CUST1640,Erika Gonzalez,kellycohen@crane.info,+1-227-634-6019x1530,Senior,Returning
CUST1641,Erika Maxwell,sharonho@hotmail.com,(734)724-3586x176,Adult,VIP
CUST1642,Brent Rojas,alicecalderon@stewart.com,+1-225-127-2670,Senior,VIP
CUST1643,Jaime Walker,holderadam@hotmail.com,666.562.2419x76878,Adult,VIP
CUST1644,John Zamora,heathermedina@davis-weber.org,947-712-9035x006,Senior,New
CUST1645,Timothy Gibson,bellangie@cooper.com,848-974-2235,Senior,VIP
CUST1646,Chad Cortez,lori69@hotmail.com,340-466-8212x156,Youth,Returning
CUST1647,Vanessa Harris,claudia64@hotmail.com,952-549-2064x411,Senior,VIP
CUST1648,Michael Brown,watkinsdakota@ramirez.org,973-881-8273,Adult,VIP
CUST1649,Samuel Ellis,lauramatthews@rivera-ingram.org,6343594882,Senior,New
CUST1650,Greg Tanner,aclark@gmail.com,001-188-496-8066x4051,Senior,New
CUST1651,Rachel Little,noblechristina@martin.com,021-254-3412,Youth,New
CUST1652,Carolyn Cordova,taylorlindsay@ortega-murphy.net,016.049.8603,Youth,Returning
CUST1653,Angelica Vincent,annbennett@mccarthy-kelly.net,218.600.3203x1978,Youth,New
CUST1654,Zachary Vargas PhD,waremegan@gmail.com,001-990-114-0034,Youth,New
CUST1655,Nicholas Fitzgerald,marycastro@yahoo.com,131.719.7860x1625,Adult,VIP
CUST1656,Garrett Riley,grantryan@yahoo.com,+1-908-419-4785x50113,Youth,Returning
CUST1657,Leslie Hernandez,clinemelissa@reed.com,535.821.0728x878,Youth,New
CUST1658,Abigail Baird,harold03@yahoo.com,001-072-790-3716x1608,Youth,VIP
CUST1659,John Mack,adamcollins@gmail.com,001-819-722-3996x477,Senior,New
CUST1660,Joseph Mendoza,wesley09@yahoo.com,001-183-753-0768x10248,Senior,Returning
CUST1661,Samantha Chavez,darlene60@padilla.org,8557800244,Youth,New
CUST1662,Justin Smith,oosborn@henry-wells.net,236.221.6906,Youth,VIP
CUST1663,Tiffany Anderson,woodchloe@hernandez.com,+1-685-746-7067x516,Senior,VIP
CUST1664,Matthew Davis,hflowers@ramos.com,+1-139-521-5016x426,Adult,VIP
CUST1665,Eric Warner,hodgejoshua@gmail.com,070-335-0842,Youth,New
CUST1666,Nicole Johnson,mary52@bowen.biz,319-839-2484x8130,Adult,New
CUST1667,Raymond Sawyer,brownmandy@hotmail.com,4169105302,Adult,Returning
CUST1668,Richard Wood,christopher70@franklin-barker.biz,516-758-6463,Youth,New
CUST1669,Mark Dalton,collinsann@peterson.com,953.481.1050,Senior,VIP
CUST1670,Steven Cook,wilsonchristopher@hotmail.com,476-427-8961,Youth,New
CUST1671,Jeffery Nelson,lonniesims@wang.com,738-551-2817x75123,Youth,Returning
CUST1672,Kimberly Norton,umiller@gmail.com,001-597-815-5426,Adult,New
CUST1673,Angela Gilmore,julierojas@yahoo.com,+1-097-236-0244x6546,Youth,New
CUST1674,Amy Dougherty,lmccarthy@taylor-stewart.com,001-772-051-7107x30871,Adult,VIP
CUST1675,Stacy Rodriguez,nicole24@wolfe-baker.info,(647)837-0317x543,Adult,Returning
CUST1676,Manuel Diaz,michael87@hotmail.com,027.414.8572x60292,Youth,New
CUST1677,Justin Jones,herringbrenda@medina.biz,468-627-2884x07664,Youth,Returning
CUST1678,Christine Zavala,jared88@hotmail.com,(076)327-1353,Adult,New
CUST1679,Brian Mendoza,palmerjason@gmail.com,001-867-625-9238x6879,Youth,Returning
CUST1680,Lauren Haley,anthony18@hotmail.com,6048869320,Youth,Returning
CUST1681,Patrick Perez,ltaylor@watson-gray.org,001-553-405-0892x739,Adult,New
CUST1682,Derek Frazier,jacqueline50@fisher.com,(159)764-0535x67078,Youth,New
CUST1683,Arthur Reed,robintorres@payne-walton.info,+1-775-542-6190x384,Adult,New
CUST1684,Mr. Bryan Mckinney,esimon@gmail.com,(273)627-3202,Youth,VIP
CUST1685,Kim Carter,carolyn76@yahoo.com,(271)117-5769,Adult,New
CUST1686,Rebecca Dougherty,kathrynsantana@rodriguez.org,716-204-2985,Senior,VIP
CUST1687,Teresa Jones,martingarrett@yahoo.com,448-698-3052,Senior,VIP
CUST1688,Judith Miller,davidcook@waller.com,690-392-2026,Youth,Returning
CUST1689,Donna Frye,dfoster@gmail.com,001-801-426-4710,Adult,Returning
CUST1690,Donald Terry,nicoleturner@lopez.biz,(801)770-3163x70500,Youth,VIP
CUST1691,Shaun Meyer DDS,ericpeters@smith-moore.com,933-267-2446x9317,Adult,VIP
CUST1692,Wayne Weaver,ehale@hotmail.com,(947)638-0839,Adult,VIP
CUST1693,Gregory Wallace,wmccarthy@gmail.com,6540259985,Adult,VIP
CUST1694,Dorothy Brown,lucasmcconnell@yahoo.com,939-327-2728,Youth,Returning
CUST1695,Crystal Meza,lori69@yahoo.com,291-635-0496,Youth,New
CUST1696,Jennifer Cooper,tracy90@blackwell.com,2667652728,Adult,VIP
CUST1697,Erin Watkins,matthew09@hotmail.com,+1-453-974-9950x7088,Senior,VIP
CUST1698,Sarah Wallace,brewerdevin@gmail.com,(406)756-0208x01929,Youth,Returning
CUST1699,Carlos Clarke,kevindavis@valdez-simmons.com,2215439044,Youth,Returning
CUST1700,David Washington,eleonard@gmail.com,+1-909-322-5333,Youth,VIP
CUST1701,Patricia Williams,zwhite@hotmail.com,(023)510-2555,Senior,New
CUST1702,Jesus Jackson,wdrake@oconnor.com,1935450369,Senior,Returning
CUST1703,Michelle Mitchell,david86@gibson.biz,884.393.3324x36296,Senior,Returning
CUST1704,Sara Schwartz,turnerjonathan@hotmail.com,(080)598-3124,Senior,Returning
CUST1705,Brittany Young,xshaw@joseph-richard.com,001-412-907-5965x99920,Youth,Returning
CUST1706,Eugene Martinez,tinaschmidt@berg-miller.com,237-631-7749,Youth,New
CUST1707,Cody Hart,james97@yahoo.com,(421)062-9419x375,Youth,Returning
CUST1708,Evan Cooper,hcampbell@stevens-williams.org,+1-192-267-1317x536,Youth,Returning
CUST1709,Joshua Martin,ronald40@hotmail.com,(647)528-6461,Adult,VIP
CUST1710,Thomas Sullivan,kellybutler@yahoo.com,(096)173-0099,Senior,New
CUST1711,Mr. Jimmy Flores Jr.,cynthia91@yahoo.com,(845)240-3211,Senior,VIP
CUST1712,Vanessa Rivera,fwright@davis.biz,(355)051-4321x914,Adult,VIP
CUST1713,Kara Roberts,teresa93@hotmail.com,087.797.2479,Senior,Returning
CUST1714,Veronica Berry,jonesnathan@gmail.com,(542)218-8345,Adult,New
CUST1715,Keith Meadows,uhunt@morgan.com,001-819-204-8770x676,Adult,VIP
CUST1716,Michael Dennis,vjohnson@yahoo.com,001-333-299-8651,Youth,Returning
CUST1717,Brenda Pierce,ysanford@duncan.org,(902)578-4640x858,Youth,New
CUST1718,James Randall,brooksthomas@hill-barker.com,(883)825-6726x208,Youth,VIP
CUST1719,Brandon Brown,jacobsrenee@hotmail.com,672-925-4355x196,Senior,VIP
CUST1720,Lauren Walker,adam30@yahoo.com,(822)250-1825,Adult,New
CUST1721,Diana Johnson,joseph95@walker.com,001-624-728-6394x2012,Adult,New
CUST1722,Jill Powers,carrjessica@wilcox.com,(341)499-2900,Adult,VIP
CUST1723,Jorge Lee,aspears@yahoo.com,+1-662-702-6604x509,Senior,New
CUST1724,Larry Harding,michael72@yahoo.com,(632)174-0039x101,Youth,New
CUST1725,Heather Hernandez,amandajackson@yahoo.com,001-335-389-2224,Adult,New
CUST1726,Jaclyn Watson,kjohnson@gmail.com,119.360.0608x277,Youth,Returning
CUST1727,Gregory Madden,christopher85@yahoo.com,+1-056-461-6076x26438,Youth,New
CUST1728,Anita Luna,shannon70@gmail.com,001-500-953-7234x617,Adult,New
CUST1729,Willie Lara,annette60@hawkins-henry.com,(231)336-1094x41642,Adult,VIP
CUST1730,Robert Waller,nicholasrush@gmail.com,165.441.3727,Adult,Returning
CUST1731,Steven Taylor,hrobinson@roberts.biz,685.760.6349x4290,Youth,New
CUST1732,Angelica Clark,karen69@yahoo.com,617-551-8870x179,Adult,VIP
CUST1733,Sean Hatfield,crystal58@hotmail.com,+1-932-420-2483x744,Adult,Returning
CUST1734,Tyler Avila,michelesimpson@yahoo.com,001-417-234-5653x86947,Adult,VIP
CUST1735,Jason Rocha,lmoore@yahoo.com,001-025-485-3626,Youth,VIP
CUST1736,Justin Page,patelmatthew@yahoo.com,+1-904-723-8641,Adult,VIP
CUST1737,Breanna Lopez,reyesdenise@jenkins-fields.org,+1-009-538-5574x2164,Senior,Returning
CUST1738,Julian Williams,chelseagordon@greene.biz,599.009.3781,Adult,Returning
CUST1739,Sandra Torres,chelsea29@kennedy.org,604-761-4378x844,Youth,VIP
CUST1740,Julie Johnson,melissamartin@yahoo.com,706.618.7564,Senior,Returning
CUST1741,Dennis Blanchard,thomasmarquez@morris.com,(726)368-1541x85899,Youth,Returning
CUST1742,Kaitlyn Valdez,beckystevens@morrison.info,0277291084,Senior,VIP
CUST1743,Jennifer Vasquez,monica23@bowen-jones.com,078-604-3566x05033,Senior,Returning
CUST1744,Danielle Wilson,eatkins@yahoo.com,469.833.0677x306,Adult,New
CUST1745,Zachary Jones,baldwincatherine@hotmail.com,182.226.6794x1908,Adult,New
CUST1746,Lauren Cunningham,ucastillo@carter.com,886.538.5906x739,Youth,Returning
CUST1747,Lori Alvarez,gmoran@hotmail.com,(342)898-7605x50492,Adult,New
CUST1748,Barbara Hunt,gcobb@gmail.com,(170)486-1867,Senior,New
CUST1749,Sarah Martin,bowenmichael@hotmail.com,6632016290,Senior,VIP
CUST1750,Francisco Johns,robinpope@gmail.com,399.289.1982x7182,Adult,Returning
CUST1751,Christopher Nelson,riveraheather@yahoo.com,(533)717-0864x94269,Youth,New
CUST1752,Thomas Kelly,katherinepeterson@hotmail.com,203-983-1354x9014,Youth,New
CUST1753,Joseph Mayer,kristin49@yahoo.com,(996)706-9219x587,Youth,VIP
CUST1754,Pamela White,earlroberts@beard.com,054.982.4388,Youth,New
CUST1755,Paul Stephens,shirley29@hotmail.com,001-430-217-8167x8066,Senior,Returning
CUST1756,Samantha Cohen,rmarquez@yahoo.com,+1-431-589-0164x9281,Youth,Returning
CUST1757,Michael Barker,dwaynecarter@scott-perez.com,037-017-0926x40703,Youth,New
CUST1758,Kevin Morrow,breannagreen@hotmail.com,8808172628,Senior,New
CUST1759,Joseph Watson,kmontgomery@yahoo.com,(968)244-8500,Youth,New
CUST1760,Mr. Thomas Garcia,alexandra67@jackson.biz,288.959.2741x168,Youth,New
CUST1761,Daniel Lopez,petersonkyle@hernandez.com,6919612766,Senior,Returning
CUST1762,Lisa Guerra,victor90@singleton.com,(080)820-3917,Adult,New
CUST1763,Kim Arnold,elizabeth61@romero-nelson.net,2634443596,Youth,New
CUST1764,Ashley Stevens,griffinalexandra@scott.com,+1-245-870-1204x2425,Youth,VIP
CUST1765,Robert Mclean,hannahbryant@krause.net,690.912.3753,Senior,New
CUST1766,Eric Cox,pauljessica@gmail.com,2849760396,Youth,New
CUST1767,Stacy Harper,bruce33@gill.com,+1-702-436-5240x5536,Senior,Returning
CUST1768,Gloria Mckinney,gonzalezdarren@gmail.com,818-754-0364x882,Senior,VIP
CUST1769,Robert Walker,corylawrence@hotmail.com,597-738-5466,Adult,Returning
CUST1770,Brenda Perez,ashley96@gmail.com,(323)606-6799,Adult,Returning
CUST1771,Carlos Miller,briannareid@yahoo.com,649.125.9497x22042,Senior,VIP
CUST1772,Rachel Jones,karen94@welch-murphy.info,+1-862-269-9206x661,Adult,New
CUST1773,Nicole Williams,joseph83@yahoo.com,996.235.6999x299,Youth,Returning
CUST1774,Ricky Palmer,connie12@yahoo.com,001-833-587-6887x7792,Adult,VIP
CUST1775,Bryan King,patricia87@martin-jones.biz,(604)134-8208x493,Youth,New
CUST1776,Michael Webster,schaeferscott@hotmail.com,539-839-1226,Youth,VIP
CUST1777,Tamara Harris,kimberlyhines@parker.com,0014407629,Senior,VIP
CUST1778,Cathy Bell,cohensara@gmail.com,001-143-049-1341x0389,Youth,New
CUST1779,Ryan Mcmahon,eric62@bishop.com,528.720.9986x5642,Senior,New
CUST1780,Hannah Martin,rchan@gmail.com,001-240-592-0823x5309,Senior,VIP
CUST1781,Monica Allen,tmichael@yahoo.com,669.194.8962x9805,Youth,Returning
CUST1782,Annette Lane,matthew55@parker-elliott.biz,(820)175-3079x6618,Adult,New
CUST1783,Daniel Lee,abrown@brewer-taylor.info,(957)240-4347x41253,Youth,VIP
CUST1784,Steven Medina,cardenasjames@hotmail.com,379-561-0077,Youth,New
CUST1785,Annette Lewis,marissa05@yahoo.com,321.750.3619x2025,Youth,New
CUST1786,Michelle Richardson,angela33@hotmail.com,+1-991-938-7337x034,Adult,Returning
CUST1787,Jessica Rosario,daniel32@yahoo.com,001-244-474-8904x7607,Youth,Returning
CUST1788,Henry Gray,ccrane@hotmail.com,001-862-351-0765x1917,Adult,New
CUST1789,Darren Rodriguez,mwright@hotmail.com,+1-085-173-2895x1456,Adult,Returning
CUST1790,Mrs. Ashley Taylor,garciadanielle@yahoo.com,409.185.8055,Senior,Returning
CUST1791,Michele Hawkins,hmclean@yahoo.com,+1-115-744-9653,Adult,New
CUST1792,Garrett Wilson,nguyenkimberly@holloway-sawyer.org,+1-160-770-0409x304,Adult,VIP
CUST1793,Kyle Collins,annagonzales@yahoo.com,418-403-9822x18039,Senior,New
CUST1794,Jill Spencer,hannah21@hotmail.com,(620)385-8864x0788,Adult,Returning
CUST1795,Scott Lopez,rebecca73@gmail.com,2652951646,Youth,Returning
CUST1796,Ryan Alvarez,xperez@yahoo.com,001-933-356-2303x974,Youth,New
CUST1797,Cassie Lutz,jonathan02@may.biz,088-067-0898x709,Adult,Returning
CUST1798,Brian Kim DDS,deckerbrian@hotmail.com,(019)918-4311,Youth,VIP
CUST1799,Charles Morales,knightwendy@hotmail.com,266.115.8485,Adult,New
CUST1800,Ashley Schaefer,vcampbell@hotmail.com,+1-052-632-1196,Youth,New
CUST1801,Amy Hester,cunninghamterri@schmidt.com,4722053970,Senior,New
CUST1802,Kurt Ewing,karenwang@yahoo.com,745.447.0823x1714,Youth,VIP
CUST1803,Ryan Hardy,vhayes@gmail.com,(199)539-4676x6262,Adult,New
CUST1804,Micheal Perkins,whitebarbara@yahoo.com,596.053.0261,Youth,Returning
CUST1805,Richard Schneider,moraleskelly@hotmail.com,001-840-257-8703x6860,Senior,VIP
CUST1806,John Morrison,smithmarcus@gmail.com,063-066-3605x02816,Adult,VIP
CUST1807,John Ramirez,breannasaunders@hotmail.com,098-910-3909x120,Senior,Returning
CUST1808,Ashley King,kaylaandrews@yahoo.com,001-302-520-9452x3759,Senior,New
CUST1809,Mark Taylor Jr.,kendraharris@garcia.org,953.192.6009x860,Senior,Returning
CUST1810,Barry Gregory,amberblevins@harrell-hebert.com,(757)454-4920,Youth,New
CUST1811,Janet Shelton,frank43@barton.com,489-445-3811x80818,Youth,New
CUST1812,Marco Davis,flowersnicholas@yahoo.com,+1-655-834-4566x229,Youth,VIP
CUST1813,Paul Saunders,cwilliams@gonzalez-wise.org,+1-521-797-0566x03616,Youth,VIP
CUST1814,Christina Bates,costawilliam@ramsey.com,(486)070-4726,Adult,Returning
CUST1815,Dennis Cooper PhD,kara56@gmail.com,(023)515-8501x5301,Youth,VIP
CUST1816,Tiffany Johnson,marshmichael@hicks-duffy.com,316.715.6058x790,Youth,New
CUST1817,Thomas Reyes,zlara@gomez.com,(224)413-3954x794,Adult,New
CUST1818,James Stevens,jerome16@yahoo.com,6453157905,Youth,VIP
CUST1819,Justin Dalton,jessica50@boone.org,001-719-189-8664x6936,Youth,Returning
CUST1820,Michael Henry,apriltaylor@farmer-brown.com,618-335-9748x76805,Adult,New
CUST1821,Mike Freeman,christina26@gmail.com,+1-702-377-1843x01922,Adult,New
CUST1822,Michael Keller,judypatrick@diaz.com,9567333297,Adult,VIP
CUST1823,Laura Alvarez,zharris@brooks.com,239.644.0282,Senior,New
CUST1824,Katie Myers,anthony70@wiggins.biz,326-769-9242x77392,Adult,Returning
CUST1825,Wesley Jensen MD,craigbailey@davis.com,852.023.2091,Youth,VIP
CUST1826,Erica Johnson,ilucero@yahoo.com,016-933-2844x234,Senior,VIP
CUST1827,Russell Bailey,collinsterrance@anderson-douglas.com,199.829.0755x1545,Senior,New
CUST1828,Alyssa Vance,kvasquez@martinez.com,(607)569-9913,Youth,VIP
CUST1829,Brent Reed,donnapaul@powell.com,+1-310-064-3322,Adult,VIP
CUST1830,Gregory Stanley,jessicaturner@hotmail.com,001-622-777-7331x68066,Adult,New
CUST1831,Matthew Watkins,kathleen25@yahoo.com,707-038-5036x0595,Adult,VIP
CUST1832,Ana Torres,bethmichael@gmail.com,(984)241-0740,Adult,Returning
CUST1833,Alejandro Nguyen,bauertiffany@gmail.com,(740)675-8267,Youth,Returning
CUST1834,Scott Bradley,conleyjohn@morris-armstrong.info,(259)062-0036x38564,Adult,New
CUST1835,Deborah Dominguez,courtneymontoya@hotmail.com,(149)745-9793x18399,Senior,New
CUST1836,Victoria Gray,dhaney@hotmail.com,+1-798-491-4986x09955,Senior,New
CUST1837,Kenneth Stokes,rwilson@hotmail.com,4932664322,Adult,VIP
CUST1838,Michael Rogers,wendy24@yahoo.com,001-394-612-1289x8115,Senior,New
CUST1839,Pamela Morgan,qalvarado@yahoo.com,+1-485-340-0127x622,Senior,New
CUST1840,Heidi Graham,caseyronald@gmail.com,984.742.2567,Senior,Returning
CUST1841,Ryan Cobb PhD,perezstephen@martinez.com,001-871-888-2237x8870,Youth,New
CUST1842,Donna Williams,kurt68@burch.com,841-680-6134x95647,Adult,VIP
CUST1843,Jennifer Perez PhD,donaldbecker@gmail.com,001-998-460-5867x9496,Adult,New
CUST1844,Ryan Davis,alicia29@warren.com,830.972.3610,Senior,Returning
CUST1845,Austin Solis,erik29@bridges.com,+1-092-616-6201,Senior,VIP
CUST1846,Daniel Flynn,joshuahaley@yahoo.com,(555)786-4578x65557,Youth,New
CUST1847,Elizabeth Brock,asantana@yahoo.com,(124)764-0006x875,Youth,New
CUST1848,Joshua Gonzalez,derek40@gmail.com,682.405.1665x45122,Youth,VIP
CUST1849,Mario Chavez,jason99@gmail.com,441-899-7402x338,Senior,New
CUST1850,Catherine Smith,etaylor@duran.biz,(860)835-7017x03630,Youth,VIP
CUST1851,Shari Ray,mmyers@flowers.com,+1-442-386-0205x089,Youth,VIP
CUST1852,Victor Harmon,patriciamartinez@hotmail.com,001-830-941-3490x9619,Youth,New
CUST1853,Timothy Patel,scottchambers@smith-wilson.com,979.724.5284x1356,Senior,New
CUST1854,Patricia Hamilton,chall@short-weaver.org,+1-480-450-7356x748,Youth,VIP
CUST1855,Lori Boyd,chadwerner@hotmail.com,9573940598,Senior,Returning
CUST1856,Charles Hernandez,stefanie06@yahoo.com,2602944203,Youth,VIP
CUST1857,Elizabeth Graham,ksimmons@holt.com,589-258-4907,Senior,VIP
CUST1858,Ronald Brown,brightcarrie@grimes.info,420.319.7774,Adult,Returning
CUST1859,Jason Colon,gbrown@yahoo.com,+1-675-951-4186,Adult,Returning
CUST1860,Dawn Burke,danielle56@hotmail.com,001-482-308-8295x8684,Senior,VIP
CUST1861,Brian Lee,christopher17@gmail.com,962-332-6058,Youth,VIP
CUST1862,Ronald Marshall,brittanywade@gmail.com,(942)767-4831x7306,Youth,Returning
CUST1863,Jessica Lucas,qobrien@yahoo.com,(293)151-8178x8242,Youth,Returning
CUST1864,Christopher Taylor,garzalaura@johnston.com,(559)469-8906x2327,Adult,VIP
CUST1865,Robert Hopkins,tochoa@hotmail.com,001-237-179-8902x2379,Youth,New
CUST1866,Samuel Stuart,deborah77@boyer.biz,0654870847,Senior,VIP
CUST1867,Mr. Scott Miller,ashleyjohnson@garcia-knapp.com,954.176.7553x981,Senior,Returning
CUST1868,Sharon Lester,michael55@gmail.com,+1-890-737-8159,Adult,VIP
CUST1869,Jack Sandoval,ubowers@yahoo.com,579-089-4589,Adult,Returning
CUST1870,Tony Ramsey,jasontownsend@hotmail.com,001-626-838-4887x63802,Senior,Returning
CUST1871,Brian Navarro,xmullins@gmail.com,7612396121,Adult,VIP
CUST1872,Kelly Calderon,cookchristina@hotmail.com,+1-905-188-1298x8618,Senior,Returning
CUST1873,Tara King,maria11@sullivan.biz,001-207-066-9010x79237,Senior,Returning
CUST1874,Cynthia Martinez,melissa75@shaffer-huang.com,001-298-268-9334x86497,Senior,New
CUST1875,Erin Silva,allen39@stout-graves.net,3506757896,Senior,Returning
CUST1876,Paul Young,raymonddominguez@gmail.com,335.570.7731x23155,Senior,VIP
CUST1877,Charles Thompson,dawsonrobin@sullivan.net,057-052-1879x93844,Adult,Returning
CUST1878,Jessica King,yanderson@gmail.com,045-883-1141x470,Youth,New
CUST1879,Katherine Brooks,nguyenjeffrey@gmail.com,+1-123-503-6871x5689,Adult,New
CUST1880,Emily Coleman,elizabethhill@walker-neal.com,097-797-8023,Adult,Returning
CUST1881,Tracey Suarez,scottcain@smith.com,+1-445-684-4679x4036,Adult,VIP
CUST1882,Heidi Baldwin,jperry@hotmail.com,001-640-163-2957x3783,Senior,VIP
CUST1883,Alisha Rasmussen,hlopez@ross.biz,597-572-9273,Youth,New
CUST1884,Sarah Bates,linda46@yahoo.com,868-302-9158,Senior,Returning
CUST1885,Melissa Mccormick,lukekelly@hotmail.com,(423)324-1651x854,Senior,Returning
CUST1886,Juan Parker,michelle38@anderson.net,+1-396-607-3446,Youth,New
CUST1887,Heidi Burnett,daniel93@hotmail.com,462.159.5841x7491,Senior,Returning
CUST1888,Sean Mathews,stevenandrews@gmail.com,(170)502-2181x69814,Adult,VIP
CUST1889,Theodore Long,bcrawford@gmail.com,344-760-9483,Senior,New
CUST1890,Dawn Davis,castroangelica@huang.com,001-774-029-2864x330,Youth,Returning
CUST1891,Cynthia Clark,cameron49@valentine-luna.org,(650)996-2183,Youth,Returning
CUST1892,Sydney Welch,ipadilla@yahoo.com,(677)196-6661x02563,Youth,New
CUST1893,Pamela Sullivan,scollins@torres.net,202-223-4998x013,Youth,New
CUST1894,Sean Morrow,katiebaird@hotmail.com,001-768-367-5901x7791,Youth,Returning
CUST1895,Kaitlin Gutierrez,arellanobrian@yahoo.com,244-614-4092x33517,Senior,Returning
CUST1896,Michelle Mcdowell,austinalyssa@martin.com,656-426-0186x3726,Youth,VIP
CUST1897,Samantha Hale,bankstroy@rivera.biz,199.569.5592,Youth,VIP
CUST1898,Heather Guzman,ejames@gmail.com,+1-277-641-4900x3850,Youth,New
CUST1899,Nancy Chavez,codykelly@hotmail.com,(551)344-4867,Adult,Returning
CUST1900,Anthony May,victor24@yahoo.com,(288)390-4733,Adult,New
CUST1901,Rachel Taylor,michaelholland@morgan.net,454-615-7493,Youth,VIP
CUST1902,Mark Edwards,suarezbruce@hotmail.com,(511)497-8879,Senior,Returning
CUST1903,Christopher Black,cody08@smith.com,312-040-9543x77661,Adult,New
CUST1904,Sandra Hines,michele23@oliver.com,308.580.0187x31439,Adult,Returning
CUST1905,Melissa Sparks,carolberry@mccarthy-hobbs.com,511-436-7862,Adult,Returning
CUST1906,John Moss,cjohnson@beasley.com,+1-107-818-7109x6856,Youth,Returning
CUST1907,Michael Serrano,baileyhenry@hotmail.com,257-068-0269x3315,Senior,Returning
CUST1908,Christina Perry,jimenezcarrie@mora.net,230-600-2302x865,Senior,VIP
CUST1909,Shawn Duffy,qraymond@hotmail.com,+1-505-224-1142x0667,Adult,Returning
CUST1910,Courtney Vaughan,john23@lopez-powell.com,1514599201,Adult,Returning
CUST1911,Maria Sims,qcochran@webster.com,(633)822-2240x0539,Youth,Returning
CUST1912,Valerie Gonzalez,psherman@gmail.com,(220)562-0190,Adult,Returning
CUST1913,Caroline Morales,derek34@hotmail.com,134-843-3913,Senior,Returning
CUST1914,David Davis,fgraham@yahoo.com,252.861.3239,Adult,Returning
CUST1915,Travis Wilson,jgarcia@lynch-torres.com,564-523-4286x449,Senior,Returning
CUST1916,Jessica Mora,lopezchristopher@adkins.com,602.498.6634x209,Adult,VIP
CUST1917,Michael Wilson,williamskevin@bell.com,(367)734-9852x973,Youth,Returning
CUST1918,Cheryl Atkins,williammaldonado@gmail.com,(615)266-5591x476,Senior,New
CUST1919,Donna Snyder,bryantjacob@joseph.com,(538)096-6414,Adult,VIP
CUST1920,Scott Greene,ashleyaustin@gmail.com,533.695.2474x6653,Senior,VIP
CUST1921,Diane Byrd MD,rachelwilson@yahoo.com,389-629-8532x43679,Senior,New
CUST1922,Charles Roberts,donnaherman@joyce-benitez.com,(415)712-7638,Adult,New
CUST1923,Luke Solomon,jwilliams@hotmail.com,543.468.5863,Adult,New
CUST1924,Michael Ellis,nicole69@shields.com,+1-906-168-2497x93998,Youth,VIP
CUST1925,Casey Morris,perryrobert@yahoo.com,+1-161-538-1168x37103,Adult,New
CUST1926,Melissa Reeves,aking@schwartz.com,7372607201,Adult,VIP
CUST1927,Nancy Scott,walshdarius@jones-herrera.com,896-780-8264x931,Adult,New
CUST1928,Anthony Cook,smitchell@yahoo.com,(146)394-7625,Senior,VIP
CUST1929,Terry Barajas,juarezralph@gmail.com,+1-429-264-5633x9172,Adult,VIP
CUST1930,Tracy George,hgonzalez@harrison.com,001-994-036-9481x1266,Senior,VIP
CUST1931,Amber King,whitakerjack@drake.info,001-497-196-7068x335,Youth,Returning
CUST1932,Elizabeth Foster,charper@peck.com,910.161.2590,Senior,Returning
CUST1933,Walter Hansen,carrollstacy@yahoo.com,639-949-0133,Adult,VIP
CUST1934,Debbie Gordon,michaelgonzalez@hotmail.com,443.767.3481,Senior,Returning
CUST1935,Sherry Anderson,sjames@brown.info,098-410-1679x3014,Adult,Returning
CUST1936,Joseph Thomas,pjones@rice.com,+1-116-049-9100,Youth,VIP
CUST1937,Andrew Anderson,cohenrobert@smith.com,202-886-6168x0199,Adult,Returning
CUST1938,Sandy Adkins,thomasdale@gmail.com,3421348548,Adult,New
CUST1939,Diane Mcdowell,dsmith@mack-wilson.com,203-531-6079x179,Senior,Returning
CUST1940,Pam Baker,smithmadison@pineda-newman.com,386-015-7117,Youth,New
CUST1941,Steven Stewart,pkent@hotmail.com,321-940-2470,Senior,Returning
CUST1942,Pamela Hernandez DVM,michael77@gmail.com,(881)411-2874,Youth,New
CUST1943,Rebecca Brown,jeffrey42@yahoo.com,271-936-7857x64639,Youth,VIP
CUST1944,David Johnson,michealsmith@yahoo.com,381-074-9161,Youth,VIP
CUST1945,Michael Graham,stevensjennifer@christian.com,001-423-215-4013,Adult,Returning
CUST1946,Tammy Williams MD,afisher@quinn-wallace.biz,535-069-6261,Youth,Returning
CUST1947,Karina Vasquez,matthew62@hotmail.com,(845)525-2741x02547,Youth,VIP
CUST1948,Sharon Martinez,jaylee@gould.org,001-179-899-4885x6694,Senior,Returning
CUST1949,Sean White,wkelley@yahoo.com,993.005.1956x75635,Senior,New
CUST1950,Jordan Nelson,jason27@gmail.com,(842)271-7266x256,Adult,New
CUST1951,Laurie Silva,rebecca96@gmail.com,(046)070-0144x130,Youth,New
CUST1952,Kelly Duncan,matthewwu@cruz.info,(862)408-7100x6689,Adult,Returning
